Date,Open,High,Low,Close,Adj Close,Volume
2021-10-30,0.008712000213563442,0.008725999854505062,0.007919000461697578,0.00802799966186285,0.00802799966186285,5
2021-10-31,0.008046000264585018,0.009360999800264835,0.007809999864548445,0.007970999926328659,0.007970999926328659,15
2021-11-01,0.007970999926328659,0.008113999851047993,0.0077599999494850636,0.007930000312626362,0.007930000312626362,0
2021-11-02,0.007930999621748924,0.009584000334143639,0.00788700021803379,0.009480999782681465,0.009480999782681465,7
2021-11-03,0.009483999572694302,0.00952799990773201,0.008794999681413174,0.008814999833703041,0.008814999833703041,3
2021-11-04,0.008816000074148178,0.009225999936461449,0.008523999713361263,0.00860700011253357,0.00860700011253357,2
2021-11-05,0.008603000082075596,0.009204000234603882,0.008519000373780727,0.008557000197470188,0.008557000197470188,48
2021-11-06,0.008558000437915325,0.009239000268280506,0.007290000095963478,0.00923100020736456,0.00923100020736456,311
2021-11-07,0.009228999726474285,0.009352000430226326,0.007542000152170658,0.007594999857246876,0.007594999857246876,200
2021-11-08,0.007598999887704849,0.009978000074625015,0.007598999887704849,0.008785000070929527,0.008785000070929527,66
2021-11-09,0.00878399983048439,0.010219000279903412,0.008740999735891819,0.0100509999319911,0.0100509999319911,211
2021-11-10,0.01004599966108799,0.010317999869585037,0.007584999781101942,0.007788999937474728,0.007788999937474728,2
2021-11-11,0.007799000013619661,0.008488999679684639,0.007701999973505735,0.008427999913692474,0.008427999913692474,3
2021-11-12,0.008442999795079231,0.008510000072419643,0.007646999787539244,0.007710000034421682,0.007710000034421682,84
2021-11-13,0.007699000183492899,0.007790000177919865,0.007596000097692013,0.00773700000718236,0.00773700000718236,0
2021-11-14,0.00773600023239851,0.009824000298976898,0.007637999951839447,0.009820000268518925,0.009820000268518925,4
2021-11-15,0.009820000268518925,0.00991899985820055,0.00889699999243021,0.008913000114262104,0.008913000114262104,1
2021-11-16,0.008898000232875347,0.008921000175178051,0.007081999909132719,0.007829000242054462,0.007829000242054462,2
2021-11-17,0.007821000181138515,0.007907000370323658,0.007606999948620796,0.00784400012344122,0.00784400012344122,0
2021-11-18,0.007848000153899193,0.007922999560832977,0.00735200010240078,0.007400999777019024,0.007400999777019024,0
2021-11-19,0.007402000017464161,0.008727000094950199,0.006787000223994255,0.008139999583363533,0.008139999583363533,54
2021-11-20,0.008136999793350697,0.01017600018531084,0.00811699964106083,0.010152000002563,0.010152000002563,265
2021-11-21,0.010149000212550163,0.010161999613046646,0.00822800025343895,0.009384999983012676,0.009384999983012676,1
2021-11-22,0.009397000074386597,0.009403999894857407,0.007794999983161688,0.007888000458478928,0.007888000458478928,1
2021-11-23,0.007880999706685543,0.009828000329434872,0.0074720000848174095,0.0074880002066493034,0.0074880002066493034,28
2021-11-24,0.00748400017619133,0.007513999938964844,0.007275000214576721,0.007317000068724155,0.007317000068724155,27
2021-11-25,0.007437000051140785,0.011873999610543251,0.007428999990224838,0.007457999978214502,0.007457999978214502,1
2021-11-26,0.011195999570190907,0.011245000176131725,0.0075079998932778835,0.01071999967098236,0.01071999967098236,281
2021-11-27,0.010714000090956688,0.01106599997729063,0.00814799964427948,0.008198999799787998,0.008198999799787998,25
2021-11-28,0.008221999742090702,0.008608999662101269,0.008036999963223934,0.008581999689340591,0.008581999689340591,1
2021-11-29,0.008586999960243702,0.008830999955534935,0.008088000118732452,0.008093999698758125,0.008093999698758125,146
2021-11-30,0.008093000389635563,0.008275999687612057,0.007848000153899193,0.007981999777257442,0.007981999777257442,0
2021-12-01,0.007980999536812305,0.009185000322759151,0.006785999983549118,0.006868999917060137,0.006868999917060137,265
2021-12-02,0.006868000142276287,0.006881999783217907,0.006171000190079212,0.00621700007468462,0.00621700007468462,196
2021-12-03,0.006213000044226646,0.008621999993920326,0.006173999980092049,0.008042000234127045,0.008042000234127045,1
2021-12-04,0.00803999975323677,0.008085999637842178,0.005549999885261059,0.00737799983471632,0.00737799983471632,10
2021-12-05,0.007379999849945307,0.007464999798685312,0.006221000105142593,0.006419000215828419,0.006419000215828419,2
2021-12-06,0.006417999975383282,0.00662099989131093,0.006037999875843525,0.0060629998333752155,0.0060629998333752155,4
2021-12-07,0.006070000119507313,0.006231999956071377,0.006020999979227781,0.00608500000089407,0.00608500000089407,0
2021-12-08,0.00608400022611022,0.007164000067859888,0.0055160000920295715,0.005557999946177006,0.005557999946177006,29
2021-12-09,0.005555999930948019,0.007741000037640333,0.004736000206321478,0.004772999789565802,0.004772999789565802,197
2021-12-10,0.004767000209540129,0.005001999903470278,0.004701999947428703,0.004728999920189381,0.004728999920189381,0
2021-12-11,0.0047240001149475574,0.007880999706685543,0.004693999886512756,0.004941999912261963,0.004941999912261963,25
2021-12-12,0.004935999866575003,0.005071999970823526,0.004873000085353851,0.005009000189602375,0.005009000189602375,0
2021-12-13,0.005009999964386225,0.0050200000405311584,0.0045889997854828835,0.004670000169426203,0.004670000169426203,0
2021-12-14,0.004674000199884176,0.0058120000176131725,0.004641999956220388,0.005594999995082617,0.005594999995082617,1
2021-12-15,0.005805999971926212,0.005905000027269125,0.005357000045478344,0.0053820000030100346,0.0053820000030100346,14
2021-12-16,0.005379000212997198,0.005437000188976526,0.0052280002273619175,0.005237999837845564,0.005237999837845564,0
